act,scene,character,line,word_count,neg,neu,pos,compound
3.0,2.0,HAMLET,"I am tame, sir. Pronounce. GUILDENSTERN  The Queen your mother, in most great affliction of spirit, hath sent me to you.",21,0.0,0.747,0.253,0.7264
3.0,2.0,HAMLET,"You are welcome. GUILDENSTERN  Nay, good my lord, this courtesy is not of the right breed. If it shall please you to make me a wholesome answer, I will do your mother's commandment. If not, your pardon and my return shall be the end of my business.",47,0.037,0.754,0.209,0.8447
3.0,2.0,HAMLET,"Sir, I cannot. ROSENCRANTZ  What, my lord?",7,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"Make you a wholesome answer. My wit's diseased. But, sir, such answer as I can make, you shall command--or, rather, as you say, my mother. Therefore no more but to the matter. My mother, you say-- ROSENCRANTZ  Then thus she says: your behavior hath struck her into amazement and admiration.",50,0.09,0.729,0.181,0.7469
3.0,2.0,HAMLET,O wonderful son that can so 'stonish a mother! But is there no sequel at the heels of this mother's admiration? Impart. ROSENCRANTZ  She desires to speak with you in her closet ere you go to bed.,37,0.066,0.758,0.175,0.68
3.0,2.0,HAMLET,"We shall obey, were she ten times our mother. Have you any further trade with us? ROSENCRANTZ  My lord, you once did love me.",24,0.0,0.846,0.154,0.6369
3.0,2.0,HAMLET,"And do still, by these pickers and stealers. ROSENCRANTZ  Good my lord, what is your cause of distemper? You do surely bar the door upon your own liberty if you deny your griefs to your friend.",36,0.117,0.625,0.258,0.7783
3.0,2.0,HAMLET,"Sir, I lack advancement. ROSENCRANTZ  How can that be, when you have the voice of the King himself for your succession in Denmark?",23,0.095,0.83,0.075,-0.128
3.0,2.0,HAMLET,"Ay, sir, but ""While the grass grows""--the proverb is something musty. O, the recorders! Let me see one.  To withdraw with you: why do you go about to recover the wind of me, as if you would drive me into a toil? GUILDENSTERN  O, my lord, if my duty be too bold, my love is too unmannerly.",57,0.0,0.851,0.149,0.8883
3.0,2.0,HAMLET,"I do not well understand that. Will you play upon this pipe? GUILDENSTERN  My lord, I cannot.",17,0.105,0.755,0.139,0.1496
3.0,2.0,HAMLET,"I pray you. GUILDENSTERN  Believe me, I cannot.",8,0.0,0.685,0.315,0.3182
3.0,2.0,HAMLET,"I do beseech you. GUILDENSTERN  I know no touch of it, my lord.",13,0.18,0.82,0.0,-0.296
3.0,2.0,HAMLET,"It is as easy as lying. Govern these ventages with your fingers and thumb, give it breath with your mouth, and it will discourse most eloquent music. Look you, these are the stops. GUILDENSTERN  But these cannot I command to any utt'rance of harmony. I have not the skill.",49,0.067,0.827,0.106,0.4588
3.0,2.0,HAMLET,"Why, look you now, how unworthy a thing you make of me! You would play upon me, you would seem to know my stops, you would pluck out the heart of my mystery, you would sound me from my lowest note to the top of my compass; and there is much music, excellent voice, in this little organ, yet cannot you make it speak. 'Sblood, do you think I am easier to be played on than a pipe? Call me what instrument you will, though you can fret me, you cannot play upon me. God bless you, sir.",98,0.064,0.751,0.185,0.9098
3.0,2.0,POLONIUS,"My lord, the Queen would speak with you, and presently.",10,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,Do you see yonder cloud that's almost in shape of a camel?,12,0.0,1.0,0.0,0.0
3.0,2.0,POLONIUS,"By th' Mass, and 'tis like a camel indeed.",9,0.0,0.737,0.263,0.3612
3.0,2.0,HAMLET,Methinks it is like a weasel.,6,0.0,0.615,0.385,0.3612
3.0,2.0,POLONIUS,It is backed like a weasel.,6,0.0,0.455,0.545,0.3818
3.0,2.0,HAMLET,Or like a whale.,4,0.0,0.444,0.556,0.3612
3.0,2.0,POLONIUS,Very like a whale.,4,0.0,0.417,0.583,0.4201
3.0,2.0,HAMLET,Then I will come to my mother by and by. They fool me to the top of my bent.--I will come by and by.,24,0.113,0.817,0.07,-0.2732
3.0,2.0,POLONIUS,I will say so.,4,0.0,1.0,0.0,0.0
3.0,3.0,HAMLET,"""By and by"" is easily said. Leave me, friends. 'Tis now the very witching time of night, When churchyards yawn and hell itself breathes out Contagion to this world. Now could I drink hot blood And do such bitter business as the day Would quake to look on. Soft, now to my mother. O heart, lose not thy nature; let not ever The soul of Nero enter this firm bosom. Let me be cruel, not unnatural. I will speak daggers to her, but use none. My tongue and soul in this be hypocrites: How in my words somever she be shent, To give them seals never, my soul, consent. =======",110,0.121,0.846,0.032,-0.8073
3.0,3.0,POLONIUS,"My lord, he's going to his mother's closet. Behind the arras I'll convey myself To hear the process. I'll warrant she'll tax him home; And, as you said (and wisely was it said), 'Tis meet that some more audience than a mother, Since nature makes them partial, should o'erhear The speech of vantage. Fare you well, my liege. I'll call upon you ere you go to bed And tell you what I know.",73,0.0,0.934,0.066,0.5994
3.0,3.0,HAMLET,"Now might I do it pat, now he is a-praying, And now I'll do 't. And so he goes to heaven, And so am I revenged. That would be scanned: A villain kills my father, and for that, I, his sole son, do this same villain send To heaven. Why, this is hire and salary, not revenge. He took my father grossly, full of bread, With all his crimes broad blown, as flush as May; And how his audit stands who knows save heaven. But in our circumstance and course of thought 'Tis heavy with him. And am I then revenged To take him in the purging of his soul, When he is fit and seasoned for his passage? No. Up sword, and know thou a more horrid hent. When he is drunk asleep, or in his rage, Or in th' incestuous pleasure of his bed, At game, a-swearing, or about some act That has no relish of salvation in 't-- Then trip him, that his heels may kick at heaven, And that his soul may be as damned and black As hell, whereto it goes. My mother stays. This physic but prolongs thy sickly days.",196,0.176,0.725,0.099,-0.9587
3.0,4.0,POLONIUS,"He will come straight. Look you lay home to him. Tell him his pranks have been too broad to bear with And that your Grace hath screened and stood between Much heat and him. I'll silence me even here. Pray you, be round with him.",45,0.0,0.857,0.143,0.7184
3.0,4.0,HAMLET,"Mother, mother, mother!",3,0.0,1.0,0.0,0.0
3.0,4.0,HAMLET,"Now, mother, what's the matter?",5,0.0,0.784,0.216,0.0258
3.0,4.0,HAMLET,thou hast thy father much offended.,6,0.286,0.714,0.0,-0.25
3.0,4.0,HAMLET,"Mother, you have my father much offended.",7,0.25,0.75,0.0,-0.25
3.0,4.0,HAMLET,"Go, go, you question with a wicked tongue.",8,0.362,0.638,0.0,-0.5267
3.0,4.0,HAMLET,What's the matter now?,4,0.0,0.732,0.268,0.0258
3.0,4.0,HAMLET,"No, by the rood, not so. You are the Queen, your husband's brother's wife, And (would it were not so) you are my mother.",24,0.087,0.913,0.0,-0.296
3.0,4.0,HAMLET,"Come, come, and sit you down; you shall not budge. You go not till I set you up a glass Where you may see the inmost part of you.",29,0.0,1.0,0.0,0.0
3.0,4.0,POLONIUS,What ho! Help!,3,0.0,0.379,0.621,0.508
3.0,4.0,HAMLET,"How now, a rat? Dead for a ducat, dead.",9,0.632,0.368,0.0,-0.8625
3.0,4.0,POLONIUS,"O, I am slain!",4,0.0,1.0,0.0,0.0
3.0,4.0,HAMLET,"Nay, I know not. Is it the King?",8,0.0,1.0,0.0,0.0
3.0,4.0,HAMLET,"A bloody deed--almost as bad, good mother, As kill a king and marry with his brother.",16,0.463,0.417,0.121,-0.8481
3.0,4.0,HAMLET,"Ay, lady, it was my word. Thou wretched, rash, intruding fool, farewell. I took thee for thy better. Take thy fortune. Thou find'st to be too busy is some danger. Leave wringing of your hands. Peace, sit you down, And let me wring your heart; for so I shall If it be made of penetrable stuff, If damned custom have not brazed it so That it be proof and bulwark against sense.",72,0.156,0.766,0.078,-0.6597
3.0,4.0,HAMLET,"Such an act That blurs the grace and blush of modesty, Calls virtue hypocrite, takes off the rose From the fair forehead of an innocent love And sets a blister there, makes marriage vows As false as dicers' oaths--O, such a deed As from the body of contraction plucks The very soul, and sweet religion makes A rhapsody of words! Heaven's face does glow O'er this solidity and compound mass With heated visage, as against the doom, Is thought-sick at the act.",82,0.029,0.776,0.195,0.9366
3.0,4.0,HAMLET,"Look here upon this picture and on this, The counterfeit presentment of two brothers. See what a grace was seated on this brow, Hyperion's curls, the front of Jove himself, An eye like Mars' to threaten and command, A station like the herald Mercury New-lighted on a heaven-kissing hill, A combination and a form indeed Where every god did seem to set his seal To give the world assurance of a man. This was your husband. Look you now what follows. Here is your husband, like a mildewed ear Blasting his wholesome brother. Have you eyes? Could you on this fair mountain leave to feed And batten on this moor? Ha! Have you eyes? You cannot call it love, for at your age The heyday in the blood is tame, it's humble And waits upon the judgment; and what judgment Would step from this to this? Sense sure you have, Else could you not have motion; but sure that sense Is apoplexed; for madness would not err, Nor sense to ecstasy was ne'er so thralled, But it reserved some quantity of choice To serve in such a difference. What devil was 't That thus hath cozened you at hoodman-blind? Eyes without feeling, feeling without sight, Ears without hands or eyes, smelling sans all, Or but a sickly part of one true sense Could not so mope. O shame, where is thy blush? Rebellious hell, If thou canst mutine in a matron's bones, To flaming youth let virtue be as wax And melt in her own fire. Proclaim no shame When the compulsive ardor gives the charge, Since frost itself as actively doth burn, And reason panders will.",277,0.118,0.751,0.131,-0.5469
3.0,4.0,HAMLET,"Nay, but to live In the rank sweat of an enseamed bed, Stewed in corruption, honeying and making love Over the nasty sty!",23,0.153,0.656,0.19,0.2942
3.0,4.0,HAMLET,"A murderer and a villain, A slave that is not twentieth part the tithe Of your precedent lord; a vice of kings, A cutpurse of the empire and the rule, That from a shelf the precious diadem stole And put it in his pocket--",44,0.175,0.746,0.079,-0.6705
3.0,4.0,HAMLET,"A king of shreds and patches-- Save me and hover o'er me with your wings, You heavenly guards!--What would your gracious figure?",22,0.0,0.619,0.381,0.902
3.0,4.0,HAMLET,"Do you not come your tardy son to chide, That, lapsed in time and passion, lets go by Th' important acting of your dread command? O, say! GHOST  Do not forget. This visitation Is but to whet thy almost blunted purpose. But look, amazement on thy mother sits. O, step between her and her fighting soul. Conceit in weakest bodies strongest works. Speak to her, Hamlet.",66,0.142,0.692,0.165,0.2284
3.0,4.0,HAMLET,"How is it with you, lady?",6,0.0,1.0,0.0,0.0
3.0,4.0,HAMLET,"On him, on him! Look you how pale he glares. His form and cause conjoined, preaching to stones, Would make them capable.  Do not look upon me, Lest with this piteous action you convert My stern effects. Then what I have to do Will want true color--tears perchance for blood.",50,0.046,0.826,0.128,0.5411
3.0,4.0,HAMLET,Do you see nothing there?,5,0.0,1.0,0.0,0.0
3.0,4.0,HAMLET,Nor did you nothing hear?,5,0.0,1.0,0.0,0.0
3.0,4.0,HAMLET,"Why, look you there, look how it steals away! My father, in his habit as he lived! Look where he goes even now out at the portal!",27,0.138,0.862,0.0,-0.6341
3.0,4.0,HAMLET,"Ecstasy? My pulse as yours doth temperately keep time And makes as healthful music. It is not madness That I have uttered. Bring me to the test, And I the matter will reword, which madness Would gambol from. Mother, for love of grace, Lay not that flattering unction to your soul That not your trespass but my madness speaks. It will but skin and film the ulcerous place, Whiles rank corruption, mining all within, Infects unseen. Confess yourself to heaven, Repent what's past, avoid what is to come, And do not spread the compost on the weeds To make them ranker. Forgive me this my virtue, For, in the fatness of these pursy times, Virtue itself of vice must pardon beg, Yea, curb and woo for leave to do him good.",131,0.035,0.711,0.254,0.9866
3.0,4.0,HAMLET,"O, throw away the worser part of it, And live the purer with the other half! Good night. But go not to my uncle's bed. Assume a virtue if you have it not. That monster, custom, who all sense doth eat, Of habits devil, is angel yet in this, That to the use of actions fair and good He likewise gives a frock or livery That aptly is put on. Refrain tonight, And that shall lend a kind of easiness To the next abstinence, the next more easy; For use almost can change the stamp of nature And either ... the devil or throw him out With wondrous potency. Once more, good night, And, when you are desirous to be blest, I'll blessing beg of you. For this same lord I do repent; but heaven hath pleased it so To punish me with this and this with me, That I must be their scourge and minister. I will bestow him and will answer well The death I gave him. So, again, good night. I must be cruel only to be kind. This bad begins, and worse remains behind. One word more, good lady.",193,0.154,0.648,0.198,0.7949
3.0,4.0,HAMLET,"Not this by no means that I bid you do: Let the bloat king tempt you again to bed, Pinch wanton on your cheek, call you his mouse, And let him, for a pair of reechy kisses Or paddling in your neck with his damned fingers, Make you to ravel all this matter out That I essentially am not in madness, But mad in craft. 'Twere good you let him know, For who that's but a queen, fair, sober, wise, Would from a paddock, from a bat, a gib, Such dear concernings hide? Who would do so? No, in despite of sense and secrecy, Unpeg the basket on the house's top, Let the birds fly, and like the famous ape, To try conclusions, in the basket creep And break your own neck down.",133,0.079,0.744,0.176,0.9113
3.0,4.0,HAMLET,"I must to England, you know that.",7,0.0,1.0,0.0,0.0
4.0,1.0,HAMLET,"There's letters sealed; and my two schoolfellows, Whom I will trust as I will adders fanged, They bear the mandate; they must sweep my way And marshal me to knavery. Let it work, For 'tis the sport to have the enginer Hoist with his own petard; and 't shall go hard But I will delve one yard below their mines And blow them at the moon. O, 'tis most sweet When in one line two crafts directly meet. This man shall set me packing. I'll lug the guts into the neighbor room. Mother, good night indeed. This counselor Is now most still, most secret, and most grave, Who was in life a foolish prating knave.-- Come, sir, to draw toward an end with you.-- Good night, mother. ===== =======",129,0.055,0.843,0.102,0.8225
4.0,2.0,HAMLET,"in madness hath Polonius slain, And from his mother's closet hath he dragged him. Go seek him out, speak fair, and bring the body Into the chapel. I pray you, haste in this. Come, Gertrude, we'll call up our wisest friends And let them know both what we mean to do And what's untimely done. ... Whose whisper o'er the world's diameter, As level as the cannon to his blank Transports his poisoned shot, may miss our name And hit the woundless air. O, come away! My soul is full of discord and dismay. =======",95,0.134,0.767,0.099,-0.4389
4.0,2.0,HAMLET,"Safely stowed. GENTLEMEN,   Hamlet! Lord Hamlet!",6,0.0,0.569,0.431,0.5837
4.0,2.0,HAMLET,"But soft, what noise? Who calls on Hamlet? O, here they come. ROSENCRANTZ What have you done, my lord, with the dead body?",23,0.228,0.772,0.0,-0.8171
4.0,2.0,HAMLET,"Compounded it with dust, whereto 'tis kin. ROSENCRANTZ Tell us where 'tis, that we may take it thence And bear it to the chapel.",24,0.0,1.0,0.0,0.0
4.0,2.0,HAMLET,Do not believe it. ROSENCRANTZ  Believe what?,7,0.0,1.0,0.0,0.0
4.0,2.0,HAMLET,"That I can keep your counsel and not mine own. Besides, to be demanded of a sponge, what replication should be made by the son of a king? ROSENCRANTZ  Take you me for a sponge, my lord?",37,0.066,0.934,0.0,-0.3094
4.0,2.0,HAMLET,"Ay, sir, that soaks up the King's countenance, his rewards, his authorities. But such officers do the",17,0.0,0.886,0.114,0.2617
4.0,2.0,HAMLET,"I am glad of it. A knavish speech sleeps in a foolish ear. ROSENCRANTZ  My lord, you must tell us where the body is and go with us to the King.",31,0.068,0.836,0.096,0.2263
4.0,2.0,HAMLET,"The body is with the King, but the King is not with the body. The King is a thing-- GUILDENSTERN  A ""thing,"" my lord?",24,0.0,1.0,0.0,0.0
4.0,3.0,HAMLET,"Of nothing. Bring me to him. Hide fox, and all after! =======",12,0.153,0.847,0.0,-0.2481
4.0,3.0,HAMLET,At supper.,2,0.0,1.0,0.0,0.0
4.0,3.0,HAMLET,"Not where he eats, but where he is eaten. A certain convocation of politic worms are e'en at him. Your worm is your only emperor for diet. We fat all creatures else to fat us, and we fat ourselves for maggots. Your fat king and your lean beggar is but variable service--two dishes but to one table. That's the end.",60,0.0,0.956,0.044,0.3919
4.0,3.0,HAMLET,A man may fish with the worm that hath eat of a king and eat of the fish that hath fed of that worm.,24,0.0,1.0,0.0,0.0
4.0,3.0,HAMLET,Nothing but to show you how a king may go a progress through the guts of a beggar.,18,0.0,0.791,0.209,0.5719
4.0,3.0,HAMLET,"In heaven. Send thither to see. If your messenger find him not there, seek him i' th' other place yourself. But if, indeed, you find him not within this month, you shall nose him as you go up the stairs into the lobby.",43,0.0,0.926,0.074,0.3182
4.0,3.0,HAMLET,He will stay till you come.,6,0.0,1.0,0.0,0.0
4.0,3.0,HAMLET,"this deed, for thine especial safety (Which we do tender, as we dearly grieve For that which thou hast done) must send thee hence With fiery quickness. Therefore prepare thyself. The bark is ready, and the wind at help, Th' associates tend, and everything is bent For England.",48,0.087,0.727,0.187,0.7003
4.0,3.0,HAMLET,For England?,2,0.0,1.0,0.0,0.0
4.0,3.0,HAMLET,Good.,1,0.0,0.0,1.0,0.4404
4.0,3.0,HAMLET,"I see a cherub that sees them. But come, for England. Farewell, dear mother.",14,0.0,0.764,0.236,0.5267
4.0,3.0,HAMLET,"My mother. Father and mother is man and wife, Man and wife is one flesh, and so, my mother.-- Come, for England.",22,0.0,1.0,0.0,0.0
4.0,4.0,HAMLET,"Good sir, whose powers are these? CAPTAIN  They are of Norway, sir.",12,0.0,0.791,0.209,0.4404
4.0,4.0,HAMLET,"How purposed, sir, I pray you? CAPTAIN  Against some part of Poland.",12,0.0,0.813,0.187,0.3182
4.0,4.0,HAMLET,"Who commands them, sir? CAPTAIN The nephew to old Norway, Fortinbras.",11,0.0,1.0,0.0,0.0
4.0,4.0,HAMLET,"Goes it against the main of Poland, sir, Or for some frontier? CAPTAIN Truly to speak, and with no addition, We go to gain a little patch of ground That hath in it no profit but the name. To pay five ducats, five, I would not farm it; Nor will it yield to Norway or the Pole A ranker rate, should it be sold in fee.",66,0.071,0.839,0.09,0.3182
4.0,4.0,HAMLET,"Why, then, the Polack never will defend it. CAPTAIN Yes, it is already garrisoned.",14,0.0,0.828,0.172,0.4019
4.0,4.0,HAMLET,"Two thousand souls and twenty thousand ducats Will not debate the question of this straw. This is th' impostume of much wealth and peace, That inward breaks and shows no cause without Why the man dies.--I humbly thank you, sir. CAPTAIN  God be wi' you, sir. ROSENCRANTZ  Will 't please you go, my lord?",54,0.034,0.752,0.213,0.886
4.0,5.0,HAMLET,"I'll be with you straight. Go a little before. How all occasions do inform against me And spur my dull revenge. What is a man If his chief good and market of his time Be but to sleep and feed? A beast, no more. Sure He that made us with such large discourse, Looking before and after, gave us not That capability and godlike reason To fust in us unused. Now whether it be Bestial oblivion or some craven scruple Of thinking too precisely on th' event (A thought which, quartered, hath but one part wisdom And ever three parts coward), I do not know Why yet I live to say ""This thing's to do,"" Sith I have cause, and will, and strength, and means To do 't. Examples gross as Earth exhort me: Witness this army of such mass and charge, Led by a delicate and tender prince, Whose spirit with divine ambition puffed Makes mouths at the invisible event, Exposing what is mortal and unsure To all that fortune, death, and danger dare, Even for an eggshell. Rightly to be great Is not to stir without great argument, But greatly to find quarrel in a straw When honor's at the stake. How stand I, then, That have a father killed, a mother stained, Excitements of my reason and my blood, And let all sleep, while to my shame I see The imminent death of twenty thousand men That for a fantasy and trick of fame Go to their graves like beds, fight for a plot Whereon the numbers cannot try the cause, Which is not tomb enough and continent To hide the slain? O, from this time forth My thoughts be bloody or be nothing worth! =======",289,0.165,0.697,0.139,-0.8421
4.0,5.0,HORATIO,"'Twere good she were spoken with, for she may strew Dangerous conjectures in ill-breeding minds.",15,0.163,0.684,0.153,-0.0516
4.0,5.0,OPHELIA,Where is the beauteous Majesty of Denmark?,7,0.0,0.632,0.368,0.5423
4.0,5.0,OPHELIA,How should I your true love know From another one? By his cockle hat and staff And his sandal shoon.,20,0.0,0.708,0.292,0.7906
4.0,5.0,OPHELIA,"Say you? Nay, pray you, mark. He is dead and gone, lady, He is dead and gone; At his head a grass-green turf, At his heels a stone. Oh, ho!",30,0.246,0.691,0.064,-0.8221
4.0,5.0,OPHELIA,"Pray you, mark. White his shroud as the mountain snow--",10,0.0,0.796,0.204,0.3182
4.0,5.0,OPHELIA,Larded all with sweet flowers; Which bewept to the ground did not go With true-love showers.,16,0.0,0.833,0.167,0.4588
4.0,5.0,OPHELIA,"Well, God dild you. They say the owl was a baker's daughter. Lord, we know what we are but know not what we may be. God be at your table.",30,0.0,0.819,0.181,0.5789
4.0,5.0,OPHELIA,"Pray let's have no words of this, but when they ask you what it means, say you this: Tomorrow is Saint Valentine's day, All in the morning betime, And I a maid at your window, To be your Valentine. Then up he rose and donned his clothes And dupped the chamber door, Let in the maid, that out a maid Never departed more.",63,0.026,0.947,0.027,0.0129
4.0,5.0,OPHELIA,"Indeed, without an oath, I'll make an end on 't: By Gis and by Saint Charity, Alack and fie for shame, Young men will do 't, if they come to 't; By Cock, they are to blame. Quoth she ""Before you tumbled me, You promised me to wed."" He answers: ""So would I 'a done, by yonder sun, An thou hadst not come to my bed.""",66,0.098,0.829,0.073,-0.2023
4.0,5.0,OPHELIA,"I hope all will be well. We must be patient, but I cannot choose but weep to think they would lay him i' th' cold ground. My brother shall know of it. And so I thank you for your good counsel. Come, my coach! Good night, ladies, good night, sweet ladies, good night, good night.",55,0.0,0.543,0.457,0.9886
4.0,5.0,LAERTES,"shall be king! Laertes king!""",5,0.0,1.0,0.0,0.0
4.0,5.0,LAERTES,"Where is this king?--Sirs, stand you all without. ALL  No, let's come in!",13,0.0,0.846,0.154,0.2914
4.0,5.0,LAERTES,"I pray you, give me leave. ALL  We will, we will.",11,0.104,0.696,0.2,0.2732
4.0,5.0,LAERTES,"I thank you. Keep the door.  O, thou vile king, Give me my father!",14,0.245,0.615,0.14,-0.4389
4.0,5.0,LAERTES,"That drop of blood that's calm proclaims me bastard, Cries ""cuckold"" to my father, brands the harlot Even here between the chaste unsmirched brow Of my true mother.",28,0.228,0.632,0.14,-0.4939
4.0,5.0,LAERTES,Where is my father?,4,0.0,1.0,0.0,0.0
4.0,5.0,LAERTES,"How came he dead? I'll not be juggled with. To hell, allegiance! Vows, to the blackest devil! Conscience and grace, to the profoundest pit! I dare damnation. To this point I stand, That both the worlds I give to negligence, Let come what comes, only I'll be revenged Most throughly for my father.",53,0.296,0.662,0.042,-0.9576
4.0,5.0,LAERTES,"My will, not all the world. And for my means, I'll husband them so well They shall go far with little.",21,0.0,0.879,0.121,0.4101
4.0,5.0,LAERTES,None but his enemies.,4,0.0,0.466,0.534,0.5334
4.0,5.0,LAERTES,"To his good friends thus wide I'll ope my arms And, like the kind life-rend'ring pelican, Repast them with my blood.",21,0.0,0.588,0.412,0.8979
4.0,5.0,LAERTES,"How now, what noise is that? O heat, dry up my brains! Tears seven times salt Burn out the sense and virtue of mine eye! By heaven, thy madness shall be paid with weight Till our scale turn the beam! O rose of May, Dear maid, kind sister, sweet Ophelia! O heavens, is 't possible a young maid's wits Should be as mortal as an old man's life? Nature is fine in love, and, where 'tis fine, It sends some precious instance of itself After the thing it loves.",89,0.043,0.647,0.31,0.983
4.0,5.0,OPHELIA,"They bore him barefaced on the bier, Hey non nonny, nonny, hey nonny, And in his grave rained many a tear. Fare you well, my dove.",26,0.16,0.767,0.073,-0.3612
4.0,5.0,LAERTES,"Hadst thou thy wits and didst persuade revenge, It could not move thus.",13,0.221,0.779,0.0,-0.5267
4.0,5.0,OPHELIA,"You must sing ""A-down a-down""--and you ""Call him a-down-a.""--O, how the wheel becomes it! It is the false steward that stole his master's daughter.",24,0.0,1.0,0.0,0.0
4.0,5.0,LAERTES,This nothing's more than matter.,5,0.0,0.744,0.256,0.0972
4.0,5.0,OPHELIA,"There's rosemary, that's for remembrance. Pray you, love, remember. And there is pansies, that's for thoughts.",16,0.0,0.683,0.317,0.7579
4.0,5.0,LAERTES,A document in madness: thoughts and remembrance fitted.,8,0.326,0.674,0.0,-0.4404
4.0,5.0,OPHELIA,"There's fennel for you, and columbines. There's rue for you, and here's some for me; we may call it herb of grace o' Sundays. You must wear your rue with a difference. There's a daisy. I would give you some violets, but they withered all when my father died. They say he made a good end. For bonny sweet Robin is all my joy.",64,0.065,0.735,0.2,0.8765
4.0,5.0,LAERTES,"Thought and afflictions, passion, hell itself She turns to favor and to prettiness.",13,0.227,0.493,0.281,0.0258
4.0,5.0,OPHELIA,"And will he not come again? And will he not come again? No, no, he is dead. Go to thy deathbed. He never will come again. His beard was as white as snow, All flaxen was his poll. He is gone, he is gone, And we cast away moan. God 'a mercy on his soul. And of all Christians' souls, I pray God. God be wi' you.",67,0.103,0.727,0.17,0.502
4.0,5.0,LAERTES,"Do you see this, O God?",6,0.0,0.627,0.373,0.3346
4.0,5.0,LAERTES,"I must commune with your grief, Or you deny me right. Go but apart, Make choice of whom your wisest friends you will, And they shall hear and judge 'twixt you and me. If by direct or by collateral hand They find us touched, we will our kingdom give, Our crown, our life, and all that we call ours, To you in satisfaction; but if not, Be you content to lend your patience to us, And we shall jointly labor with your soul To give it due content.",88,0.038,0.8,0.162,0.9398
4.0,5.0,LAERTES,"Let this be so. His means of death, his obscure funeral (No trophy, sword, nor hatchment o'er his bones, No noble rite nor formal ostentation) Cry to be heard, as 'twere from heaven to earth, That I must call 't in question.",42,0.164,0.667,0.169,0.0654
4.0,6.0,HORATIO,"What are they that would speak with me? GENTLEMAN  Seafaring men, sir. They say they have letters for you.",19,0.0,1.0,0.0,0.0
4.0,6.0,HORATIO,"Let them come in. I do not know from what part of the world I should be greeted, if not from Lord Hamlet. SAILOR  God bless you, sir.",28,0.0,0.767,0.233,0.7184
4.0,6.0,HORATIO,"Let Him bless thee too. SAILOR  He shall, sir, an 't please Him. There's a letter for you, sir. It came from th' ambassador that was bound for England--if your name be Horatio, as I am let to know it is.",41,0.0,0.879,0.121,0.6249
4.0,6.0,HORATIO,"Horatio, when thou shalt have overlooked this, give these fellows some means to the",14,0.078,0.922,0.0,-0.0258
4.0,7.0,HAMLET,"Come, I will give you way for these your letters And do 't the speedier that you may direct me To him from whom you brought them. =======",28,0.0,1.0,0.0,0.0
4.0,7.0,LAERTES,"It well appears. But tell me Why you proceeded not against these feats, So criminal and so capital in nature, As by your safety, greatness, wisdom, all things else, You mainly were stirred up.",34,0.112,0.668,0.219,0.5873
4.0,7.0,LAERTES,"And so have I a noble father lost, A sister driven into desp'rate terms, Whose worth, if praises may go back again, Stood challenger on mount of all the age For her perfections. But my revenge will come.",38,0.144,0.643,0.213,0.0101
4.0,7.0,HAMLET,"These to your Majesty, this to the Queen.",8,0.0,1.0,0.0,0.0
4.0,7.0,LAERTES,Know you the hand?,4,0.0,0.484,0.516,0.4939
4.0,7.0,LAERTES,"I am lost in it, my lord. But let him come. It warms the very sickness in my heart That I shall live and tell him to his teeth ""Thus didst thou.""",32,0.051,0.867,0.082,0.25
4.0,7.0,LAERTES,"Ay, my lord, So you will not o'errule me to a peace.",12,0.0,0.741,0.259,0.5423
4.0,7.0,LAERTES,"My lord, I will be ruled, The rather if you could devise it so That I might be the organ.",20,0.0,1.0,0.0,0.0
4.0,7.0,LAERTES,"What part is that, my lord?",6,0.0,1.0,0.0,0.0
4.0,7.0,LAERTES,A Norman was 't?,4,0.0,1.0,0.0,0.0
4.0,7.0,LAERTES,"Upon my life, Lamord.",4,0.0,1.0,0.0,0.0
4.0,7.0,LAERTES,I know him well. He is the brooch indeed And gem of all the nation.,15,0.0,0.861,0.139,0.2732
4.0,7.0,LAERTES,"What out of this, my lord?",6,0.0,1.0,0.0,0.0
4.0,7.0,LAERTES,"was your father dear to you? Or are you like the painting of a sorrow, A face without a heart?",20,0.149,0.612,0.239,0.264
4.0,7.0,LAERTES,Why ask you this?,4,0.0,1.0,0.0,0.0
4.0,7.0,HAMLET,comes back; what would you undertake To show yourself indeed your father's son More than in words?,17,0.0,1.0,0.0,0.0
4.0,7.0,LAERTES,To cut his throat i' th' church.,7,0.259,0.741,0.0,-0.2732
4.0,7.0,HAMLET,"returned, shall know you are come home. We'll put on those shall praise your excellence And set a double varnish on the fame The Frenchman gave you; bring you, in fine, together And wager on your heads. He, being remiss, Most generous, and free from all contriving, Will not peruse the foils, so that with ease, Or with a little shuffling, you may choose A sword unbated, and in a pass of practice Requite him for your father.",78,0.0,0.75,0.25,0.9695
4.0,7.0,LAERTES,"I will do 't, And for that purpose I'll anoint my sword. I bought an unction of a mountebank So mortal that, but dip a knife in it, Where it draws blood no cataplasm so rare, Collected from all simples that have virtue Under the moon, can save the thing from death That is but scratched withal. I'll touch my point With this contagion, that, if I gall him slightly, It may be death.",74,0.204,0.706,0.09,-0.9052
4.0,7.0,LAERTES,"Drowned? O, where?",3,0.681,0.319,0.0,-0.644
4.0,7.0,LAERTES,"Alas, then she is drowned.",5,0.667,0.333,0.0,-0.7184
